"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"40","yes","no","yes","12years","white","no","41","0","0","0.3","south"
"50","no","yes","no","16years","black","no","27","0","0","40","south"
"40","no","yes","no","12years","white","no","44","0","0","20","south"
"40","no","yes","no","16years","white","no","13","2","0","46","south"
"0","yes","no","yes","12years","white","no","32","0","0","42","south"
"45","no","yes","no",">16years","white","no","11","0","0","0","south"
"0","no","no","no","13-15years","white","no","9","0","0","30","south"
"0","yes","no","yes",">16years","white","no","25","0","1","0","south"
"30","yes","no","yes",">16years","white","no","26","0","1","99.999","south"
"40","yes","no","yes","13-15years","black","no","9","0","0","35","south"
"40","no","yes","yes","9-11years","black","no","40.5","0","0","24","south"
"24","no","no","no","16years","black","no","13","1","1","14.6","south"
"40","yes","no","yes","12years","white","no","12","1","1","38","south"
"40","yes","yes","yes","13-15years","white","no","34","0","0","20","south"
"0","yes","no","yes","12years","white","no","43","0","0","10","south"
"18","yes","no","yes","12years","white","no","39","0","0","35","south"
"35","no","yes","no","12years","white","no","18","0","3","7.736","south"
"50","yes","no","yes",">16years","white","no","16","0","1","30","south"
"40","yes","no","yes","12years","white","no","16","0","2","42","south"
"45","yes","no","yes","13-15years","white","no","25","0","1","2.8","south"
"40","no","yes","no","12years","white","no","30","0","1","22","south"
"50","no","no","no","12years","white","no","15","1","1","75","south"
"40","no","yes","yes","13-15years","white","no","4","0","0","22","south"
"13","yes","no","yes","13-15years","white","no","27","0","2","40.554","south"
"25","yes","no","yes","16years","white","no","16","1","1","35.6","south"
"40","no","yes","no","16years","white","no","7","0","0","50","south"
"40","yes","no","yes","16years","white","no","21","0","2","30","south"
"50","no","yes","yes",">16years","white","no","21","0","0","11.5","south"
"15","no","no","no","12years","white","no","13","0","1","36","south"
"0","yes","no","yes","12years","white","no","32","0","0","0","south"
"0","yes","no","yes","12years","white","no","31","0","0","46.8","south"
"66","yes","no","yes","13-15years","white","no","9","1","1","29","south"
"36","no","no","no","12years","white","no","17","0","1","26","south"
"40","yes","yes","yes","13-15years","white","no","29","0","0","19","south"
"25","no","yes","yes","12years","white","no","28","0","0","0","south"
"36","no","yes","no","12years","white","no","20","0","1","21","south"
"4","yes","no","yes","16years","white","no","7","2","0","99.999","south"
"25","no","no","no","13-15years","white","no","31","0","1","18","south"
"40","no","yes","yes","12years","white","no","18","0","0","38","south"
"40","yes","yes","yes","9-11years","white","no","15.5","1","2","45","south"
"40","no","no","no","16years","white","no","23","0","0","12.5","south"
"0","no","no","yes","<9years","white","no","35","0","0","9.6","south"
"40","yes","no","yes","16years","white","no","24","0","1","24","south"
"0","yes","no","yes","16years","white","no","15","2","0","99.999","south"
"40","yes","no","yes","16years","white","no","35","0","0","58.165","south"
"40","yes","no","yes","13-15years","white","no","36","0","1","33","south"
"0","yes","no","yes","12years","white","no","42","0","0","42","south"
"35","no","yes","no","<9years","white","no","41","0","0","7","south"
"32","no","no","no","12years","white","no","23","0","2","6","south"
"40","no","yes","no","<9years","white","no","24","0","1","13","south"
"40","no","yes","no","13-15years","white","no","4","1","0","1.5","south"
"0","no","no","no","12years","white","no","42","0","0","0","south"
"0","yes","no","yes","12years","white","no","46","0","0","0","south"
"0","yes","no","yes","12years","white","no","22","0","3","26.88","south"
"40","no","yes","yes","13-15years","white","yes","29","0","0","40.5","south"
"40","no","yes","yes","12years","white","no","28","0","0","14.4","south"
"0","no","no","no","12years","white","no","21","1","1","10","south"
"0","no","no","no","<9years","white","no","32","0","1","9.6","south"
"0","no","no","no","9-11years","white","yes","6.5","1","0","0","south"
"40","yes","no","yes","12years","white","no","30","0","1","21.18","south"
"0","yes","no","yes","16years","white","no","34","0","0","0","south"
"40","yes","no","yes","9-11years","white","no","20.5","0","2","29","south"
"40","no","yes","no","12years","white","no","20","0","0","30","south"
"40","no","yes","no","13-15years","white","no","26","0","0","56","south"
"0","no","no","no","12years","white","no","43","0","0","18.2","south"
"44","no","yes","yes","<9years","white","no","43","0","0","57","south"
"0","yes","no","yes","13-15years","white","no","37","0","0","55","south"
"20","yes","no","yes",">16years","white","no","19","0","2","63","south"
"40","yes","yes","yes","13-15years","white","no","20","0","1","21.6","south"
"40","yes","no","yes","12years","white","no","13","0","0","5.38","south"
"0","no","no","no","12years","white","no","33","0","0","0","south"
"0","yes","no","yes","13-15years","black","no","39","0","1","19","south"
"40","yes","yes","yes","13-15years","black","no","35","0","0","28.08","south"
"40","no","no","no","13-15years","black","no","12","2","1","27","south"
"0","no","yes","no","12years","white","no","44","0","0","0","south"
"38","yes","yes","yes","13-15years","white","no","17","2","0","43","south"
"40","no","yes","no","12years","white","no","19","0","2","19.5","south"
"40","no","yes","yes","16years","white","no","21","0","0","17.184","south"
"45","no","yes","yes","13-15years","white","no","8","0","0","32.76","south"
"40","yes","no","yes","12years","white","no","15","0","0","9","south"
"0","yes","no","yes","12years","white","no","15","0","2","31","south"
"35","yes","no","yes","16years","white","no","6","2","0","26","south"
"0","no","no","no","12years","white","no","6","0","0","0.588","south"
"0","yes","no","yes",">16years","white","no","23","0","2","80","south"
"0","no","no","no","16years","white","no","22","0","2","70","south"
"40","no","yes","yes","12years","white","no","45","0","0","42","south"
"40","no","yes","yes","13-15years","white","no","22","0","0","37.637","south"
"0","yes","no","yes","13-15years","white","no","11","2","0","60","south"
"0","yes","no","yes","13-15years","white","no","35","0","0","90","south"
"45","no","yes","no","16years","white","no","10","1","0","70","south"
"40","yes","no","yes","16years","white","no","10","1","0","22","south"
"22","yes","no","yes","13-15years","white","no","21","0","2","57.61","south"
"36","no","yes","yes","16years","white","no","7","0","1","13","south"
"40","no","yes","no","16years","black","no","12","1","0","0","south"
"40","yes","no","yes","12years","white","no","34","0","0","70","south"
"0","no","no","yes","13-15years","white","no","32","0","0","29","south"
"40","no","yes","no","12years","white","no","14","0","2","2","south"
"10","no","no","no","12years","white","no","21","1","5","0","south"
"0","no","no","no","9-11years","white","no","44.5","0","0","0","south"
"0","no","no","no","12years","white","no","44","0","0","0","south"
"34","yes","no","yes","16years","white","no","26","0","1","72","south"
"0","yes","no","yes","16years","white","no","26","0","0","90","south"
"0","yes","no","yes","9-11years","white","no","48.5","0","0","0","south"
"0","yes","no","yes","12years","white","no","22","0","2","16.634","south"
"24","no","yes","no","13-15years","white","no","13","2","0","0.5","south"
"5","no","no","no","12years","white","no","41","0","0","8","south"
"12","no","no","no","13-15years","white","no","15","0","0","99.999","south"
"50","yes","no","yes","13-15years","white","no","33","0","0","57","south"
"58","yes","yes","yes",">16years","white","no","21","0","1","34","south"
"43","no","yes","no","13-15years","white","no","21","0","2","26","south"
"0","yes","no","yes","12years","white","no","33","0","0","37","south"
"0","yes","no","yes","13-15years","white","no","11","1","0","40","south"
"40","no","yes","no","16years","white","no","18","1","1","54.6","south"
"40","yes","yes","yes",">16years","black","no","34","0","1","12","south"
"38","no","yes","no","12years","white","no","13","0","2","17","south"
"40","yes","yes","yes","13-15years","white","no","32","0","0","24.96","south"
"0","yes","no","yes","<9years","white","no","45","0","0","31","south"
"44","no","yes","yes","12years","black","no","21","0","1","42","south"
"0","no","no","no","12years","black","no","46","0","0","0","south"
"50","no","yes","yes","12years","white","no","15","0","2","24","south"
"35","no","yes","no","12years","white","no","22","0","1","0","south"
"38","yes","no","yes",">16years","white","no","26","0","0","53.855","south"
"40","no","yes","no","13-15years","white","no","4","1","1","16","south"
"42","no","no","no","12years","black","no","8","1","0","13.5","south"
"0","no","no","no","9-11years","white","no","44.5","0","0","0","south"
"38","no","yes","yes","12years","white","no","25","0","0","27","south"
"20","yes","no","yes",">16years","white","no","9","1","1","47","south"
"40","no","yes","yes","13-15years","white","no","13","1","0","65","south"
"0","no","no","no","16years","white","no","26","0","1","22","south"
"40","no","yes","yes","16years","black","no","13","0","0","32","south"
"40","yes","yes","yes","13-15years","white","no","41","0","0","0.035","south"
"37","no","no","yes","16years","white","no","34","0","0","11.328","south"
"40","no","no","no","12years","black","no","42","0","0","0","south"
"35","no","yes","yes",">16years","white","no","19","0","0","40.062","south"
"0","yes","no","yes",">16years","white","no","11","2","0","47","south"
"0","no","no","no","12years","white","no","45","0","0","0","south"
"60","yes","yes","yes","13-15years","white","no","11","0","0","19","south"
"40","yes","yes","yes","16years","white","yes","18","0","2","45","south"
"0","no","no","no","12years","white","no","29","0","2","0","south"
"0","yes","no","yes","<9years","white","yes","41","0","0","1","south"
"0","no","no","no","13-15years","white","yes","13","0","1","9","south"
"40","no","no","no","12years","white","no","42","0","0","0","south"
"50","no","yes","yes","12years","white","no","37","0","0","43","south"
"0","yes","no","yes","12years","white","no","42","0","0","18.8","south"
"60","no","yes","no","13-15years","white","no","22","0","0","39","south"
"40","yes","yes","yes","12years","white","no","44","0","0","0","south"
"0","yes","no","yes","16years","white","no","28","0","1","99.999","south"
"40","yes","no","yes","16years","white","no","26","0","0","52","south"
"40","no","yes","no","16years","white","no","33","0","0","66.5","south"
"40","yes","no","yes","16years","white","no","17","0","1","50","south"
"40","yes","no","yes","12years","white","no","43","0","0","17.618","south"
"40","no","yes","no","13-15years","white","no","23","0","2","65","south"
"25","no","no","no","12years","white","no","14","1","1","13","south"
"40","no","no","no","12years","white","yes","6","1","0","20","south"
"18","yes","yes","yes","16years","white","no","21","0","2","25","south"
"40","yes","no","yes","16years","white","no","17","2","0","40","south"
"0","yes","no","yes","12years","white","no","15","1","1","24","south"
"48","yes","no","yes","12years","white","no","40","0","0","0","south"
"0","no","no","no","9-11years","white","no","17.5","1","2","52","south"
"40","no","yes","no","13-15years","black","no","15","2","0","69.08","south"
"0","yes","no","yes","12years","white","no","44","0","0","0","south"
"0","no","no","no","13-15years","black","no","42","0","0","0","south"
"40","yes","no","yes","12years","black","no","23","0","0","30","south"
"40","no","yes","no",">16years","white","yes","30","0","0","99.999","south"
"28","yes","no","yes","<9years","white","no","27","0","1","12.9","south"
"40","no","yes","yes",">16years","white","no","17","0","1","54","south"
"38","no","no","yes","13-15years","white","no","3","0","0","19","south"
"40","yes","yes","yes","12years","white","no","25","0","0","54","south"
"40","yes","yes","yes","13-15years","white","no","21","0","2","22.88","south"
"40","yes","no","yes","12years","white","no","31","0","0","25","south"
"40","no","yes","no","12years","white","no","39","0","0","0","south"
"0","yes","no","yes","12years","white","no","44","0","0","0","south"
"5","yes","no","yes","12years","white","no","14","1","1","43","south"
"40","yes","no","yes","16years","white","no","4","0","0","24","south"
"40","yes","no","yes","13-15years","white","no","26","0","0","30.2","south"
"40","yes","no","yes","12years","white","no","27","0","0","32","south"
"40","no","yes","no",">16years","white","no","20","0","1","16","south"
"0","yes","no","yes","12years","white","no","34","0","0","40","south"
"0","no","no","no","9-11years","white","no","43.5","0","0","20.8","south"
"43","no","yes","no","13-15years","white","no","8","0","0","16","south"
"0","no","no","no","9-11years","white","no","14.5","1","1","0","south"
"0","yes","no","yes","9-11years","black","no","32.5","0","0","15","south"
"40","no","yes","no","12years","white","no","31","0","0","9.884","south"
"0","yes","no","yes","12years","white","no","14","1","1","30.175","south"
"15","no","no","no","<9years","white","no","30","0","0","2.21","south"
"37","no","yes","no","12years","white","no","15","1","1","9.366","south"
"35","no","no","no","12years","white","no","18","0","2","20","south"
"36","yes","no","yes","12years","black","no","23","0","2","20","south"
"0","yes","no","yes","12years","white","no","22","1","0","26","south"
"40","no","no","no","9-11years","white","no","5.5","1","0","6","south"
"40","no","no","no","16years","other","no","5","1","0","7.28","south"
"30","no","no","no","9-11years","white","no","25.5","0","3","18","south"
"42","yes","yes","yes","13-15years","white","no","18","0","2","16","south"
"0","yes","no","yes","13-15years","white","no","35","0","0","65","south"
"40","no","yes","yes",">16years","white","no","17","0","2","19.5","south"
"32","no","yes","yes","13-15years","white","no","16","0","2","42","south"
"33","yes","yes","yes","12years","white","no","29","0","0","25","south"
"40","yes","no","yes","13-15years","white","no","10","1","1","42","south"
"0","yes","no","yes","16years","white","no","20","0","3","0","south"
"0","yes","no","yes","13-15years","white","no","6","1","0","33","south"
"0","no","no","no",">16years","white","no","12","0","3","0","south"
"45","yes","no","yes","16years","white","no","6","2","0","50","south"
"0","no","no","no","16years","white","no","37","0","0","0","south"
"20","yes","no","yes",">16years","white","no","6","0","0","18.2","south"
"0","yes","no","yes","12years","white","no","20","0","1","58","south"
"40","no","yes","no","13-15years","white","no","6","1","0","6","south"
"40","no","yes","yes","13-15years","white","no","8","0","0","18","south"
"40","yes","yes","yes","13-15years","white","yes","12","1","1","30.133","south"
"40","no","yes","no","13-15years","white","no","22","0","3","0","south"
"0","no","no","no","9-11years","white","no","29.5","0","3","13","south"
"36","no","no","no","13-15years","white","no","20","0","2","17.16","south"
"40","yes","no","yes","12years","white","no","16","1","3","24","south"
"5","yes","yes","yes","12years","white","yes","11","2","0","10.5","south"
"40","no","yes","yes",">16years","white","no","20","0","0","50","south"
"0","no","no","no","12years","white","no","38","0","0","0","south"
"40","no","no","no","12years","white","no","11","1","1","0","south"
"0","no","no","no","9-11years","white","no","6.5","1","0","25","south"
"40","yes","yes","yes","12years","black","no","42","0","0","22.312","south"
"4","no","yes","yes","12years","black","no","27","0","1","20","south"
"35","no","no","no",">16years","white","no","16","0","4","99.999","south"
"0","no","no","no","16years","white","no","35","0","0","0","south"
"0","no","no","no","<9years","black","no","41","0","0","0","south"
"46","yes","no","yes","<9years","white","no","42","0","0","12.48","south"
"0","no","no","no","9-11years","white","no","45.5","0","0","0","south"
"20","yes","no","yes","12years","white","no","27","0","0","50","south"
"0","yes","no","yes","12years","white","no","23","0","0","29","south"
"40","no","yes","yes","16years","black","no","19","0","0","20.479","south"
"45","yes","no","yes","16years","white","no","20","0","2","53.745","south"
"55","yes","no","yes","12years","white","no","13","1","0","30","south"
"25","yes","no","yes","9-11years","white","no","16.5","0","1","25","south"
"0","yes","no","yes","<9years","black","no","30","0","0","26.2","south"
"40","no","yes","yes","12years","white","no","22","1","0","24","south"
"0","yes","no","yes","12years","white","no","16","0","2","36","south"
"60","no","no","no","16years","black","no","31","0","0","0","south"
"40","yes","no","yes","16years","white","no","19","0","2","40","south"
"0","yes","no","yes","16years","white","no","21","0","2","52","south"
"0","no","no","no","12years","black","no","27","0","1","21","south"
"40","no","no","yes","12years","white","no","6","1","0","11","south"
"40","no","no","no","13-15years","white","no","27","0","0","12.48","south"
"40","no","yes","no","12years","white","no","12","1","1","28","south"
"40","yes","yes","yes","12years","white","no","12","2","0","21.707","south"
"0","no","no","yes","9-11years","white","no","41.5","0","0","0","south"
"32","yes","no","yes","12years","white","no","18","1","1","11.96","south"
"0","yes","no","yes","9-11years","white","no","43.5","0","0","0","south"
"0","yes","no","yes","12years","white","no","20","1","1","15.11","south"
"0","yes","no","yes","12years","white","no","47","0","0","0","south"
"20","yes","no","yes","12years","white","no","6","1","0","24","south"
"0","yes","no","yes","12years","white","yes","21","1","5","24","south"
"40","yes","no","yes","12years","black","no","38","0","0","35.36","south"
"40","no","no","no","12years","black","no","47","0","0","0","south"
"0","no","no","no","12years","black","no","28","0","0","0","south"
"45","no","yes","no",">16years","white","no","14","1","0","0","south"
"0","yes","no","yes","9-11years","white","no","42.5","0","0","30","south"
"40","yes","yes","yes","12years","white","no","30","0","0","28.2","south"
"40","no","yes","yes","16years","white","no","16","1","0","28","south"
"40","yes","yes","yes","12years","black","no","15","1","2","27","south"
"40","yes","no","yes","13-15years","white","no","14","0","0","22","south"
"45","yes","no","yes",">16years","white","no","8","0","0","0","south"
"25","yes","no","yes","12years","white","no","30","0","0","35","south"
"40","no","yes","no","12years","white","no","12","1","0","0","south"
"0","no","no","no","9-11years","white","no","48.5","0","0","8.655","south"
"42","no","yes","no","13-15years","white","no","14","0","2","13","south"
"40","yes","yes","yes",">16years","white","no","23","0","2","45","south"
"0","yes","no","yes","12years","white","no","23","0","2","60.999","south"
"20","yes","no","yes","16years","white","no","11","2","0","32.144","south"
"38","yes","yes","yes",">16years","white","no","6","0","2","33.737","south"
"0","no","no","yes","12years","white","no","46","0","0","20.8","south"
"40","yes","no","yes","12years","white","no","8","0","0","20.8","south"
"0","no","no","no","12years","white","no","45","0","0","10","south"
"0","yes","no","yes","12years","white","no","36","0","0","50","south"
"0","yes","no","yes","12years","white","no","44","0","0","27","south"
"0","no","no","no","12years","white","yes","9","3","1","9.08","south"
"20","no","yes","yes","13-15years","white","no","14","0","1","23.12","south"
"55","yes","yes","yes","16years","white","no","16","0","2","63","south"
"40","yes","yes","yes","12years","black","no","19","0","0","12","south"
"0","yes","no","yes","12years","black","no","25","1","2","22","south"
"42","yes","no","yes","12years","white","no","41","0","0","19","south"
"29","yes","no","yes","13-15years","black","no","16","0","2","39","south"
"70","no","yes","no","12years","white","no","24","0","0","39.084","south"
"25","no","no","no","13-15years","black","no","1","0","0","0","south"
"40","no","yes","no","9-11years","white","no","27.5","0","2","20","south"
"0","no","no","no","12years","white","no","39","0","0","0","south"
"0","no","yes","yes","12years","white","no","21","1","1","25","south"
"40","no","no","yes","12years","other","no","15","1","1","18","south"
"40","yes","no","yes","12years","white","no","13","1","1","33.816","south"
"30","no","no","no","9-11years","white","no","39.5","0","0","20.12","south"
"0","no","no","no","9-11years","white","no","7.5","3","0","5.9","south"
"40","no","yes","yes","12years","white","no","5","0","0","12","south"
"40","no","yes","no","13-15years","white","no","22","0","0","0","south"
"0","yes","no","yes","9-11years","white","no","39.5","0","0","0","south"
"5","yes","no","yes","13-15years","white","no","15","1","0","57","south"
"0","yes","no","yes","13-15years","white","no","14","2","1","32","south"
"38","yes","yes","yes","9-11years","white","no","19.5","2","0","20","south"
"0","yes","no","yes",">16years","white","no","9","0","2","30","south"
"32","yes","no","yes","13-15years","white","no","24","0","1","102.499","south"
"40","no","yes","yes","13-15years","white","no","4","0","0","16","south"
"35","yes","no","yes",">16years","white","no","36","0","0","0","south"
"40","yes","no","yes","13-15years","white","no","37","0","0","3.6","south"
"0","yes","no","yes","12years","white","no","42","0","0","33.28","south"
"0","yes","no","yes","13-15years","white","no","40","0","0","0","south"
"0","no","no","no","13-15years","white","no","16","0","0","11.44","south"
"18","no","no","no","13-15years","white","no","29","0","0","0","south"
"40","no","yes","no","16years","white","no","12","0","0","15.023","south"
"0","yes","yes","yes","13-15years","white","no","30","0","0","0","south"
"40","no","yes","yes","12years","white","no","13","0","0","36","south"
"15","yes","no","yes","12years","white","no","13","1","2","36","south"
"35","no","yes","no","13-15years","white","no","6","0","0","48","south"
"40","no","yes","yes",">16years","white","no","21","0","0","60","south"
"0","yes","no","yes","12years","white","no","35","0","2","45","south"
"50","no","yes","no","16years","white","no","19","0","0","0","south"
"40","no","yes","yes","12years","white","no","33","0","0","75","south"
"0","yes","no","yes","12years","white","no","28","0","2","17.5","south"
"40","no","yes","no","<9years","white","no","21","0","2","5.216","south"
"40","no","yes","no","16years","black","no","11","1","1","41","south"
"40","no","yes","yes","13-15years","white","no","25","0","0","10.9","south"
"30","no","no","no","13-15years","white","no","24","0","0","0","south"
"50","yes","no","yes","16years","white","no","33","0","0","6","south"
"32","yes","no","yes","12years","white","no","10","0","0","10.2","south"
"40","no","no","no","16years","white","no","10","2","0","21","south"
"40","no","yes","no","16years","white","yes","32","0","0","49","south"
"40","no","yes","no","13-15years","white","no","25","0","2","33.6","south"
"40","no","yes","yes","12years","white","yes","32","0","0","12","south"
"40","no","yes","no","<9years","black","no","43","0","0","0","south"
"28","no","yes","no","9-11years","black","no","28.5","0","1","26","south"
"40","no","no","yes",">16years","black","no","32","0","0","38","south"
"0","no","no","no","12years","white","no","19","1","2","70","south"
"30","no","no","no","16years","white","no","18","0","1","30","south"
"35","no","yes","yes","13-15years","white","no","22","0","0","20","south"
"38","yes","no","yes","9-11years","black","no","24.5","0","0","20.8","south"
"0","yes","no","yes","13-15years","white","no","18","1","1","12","south"
"10","yes","no","yes","13-15years","white","no","25","0","1","72","south"
"40","yes","yes","yes",">16years","white","no","26","0","0","34","south"
"50","yes","no","yes",">16years","white","no","27","0","1","2","south"
"50","yes","no","yes",">16years","white","no","20","0","0","44.4","south"
"0","yes","no","yes","12years","white","no","29","0","0","36","south"
"40","no","yes","no","13-15years","white","no","13","0","0","0","south"
"40","no","yes","yes","13-15years","white","no","20","0","1","24","south"
"24","no","no","no","13-15years","white","no","17","0","1","30","south"
"40","no","no","no","13-15years","white","no","20","0","0","0","south"
"65","no","yes","no","16years","white","no","18","0","0","0","south"
"45","no","yes","no","16years","white","no","14","0","0","0","south"
"0","no","no","no","12years","white","no","20","1","0","19.967","south"
"0","no","no","yes","13-15years","white","no","5","1","0","19","south"
"33","yes","yes","yes","<9years","white","no","41","0","0","26","south"
"0","no","no","no","9-11years","white","no","3.5","1","0","13.8","south"
"35","yes","no","yes","12years","white","no","43","0","0","0","south"
"40","yes","yes","yes","12years","white","no","33","0","0","45","south"
"20","no","no","no","13-15years","black","no","15","0","3","0","south"
"40","yes","no","yes","12years","black","no","21","0","0","30","south"
"0","yes","no","yes","12years","black","no","28","0","0","19","south"
"33","yes","yes","yes","12years","white","no","23","0","1","50","south"
"40","no","yes","no","12years","white","no","32","0","0","0","south"
"0","yes","no","yes","13-15years","white","no","0","0","0","14","south"
"50","no","no","yes","13-15years","white","no","23","0","0","26","south"
"40","yes","no","yes","16years","white","no","6","1","0","38","south"
"40","no","yes","no","13-15years","white","no","16","1","1","31","south"
"48","no","yes","yes","12years","white","no","19","0","3","24.2","south"
"0","no","no","no","9-11years","black","no","16.5","0","5","0","south"
"38","yes","yes","yes","16years","black","no","20","0","1","32","south"
"40","no","yes","no","16years","white","no","23","0","1","44.088","south"
"44","yes","yes","yes","12years","white","no","40","0","0","15","south"
"40","no","yes","yes","12years","white","no","33","0","1","48","south"
"60","no","yes","yes","13-15years","white","no","10","0","0","55","south"
"40","yes","yes","yes",">16years","white","no","19","0","1","22","south"
"0","yes","no","yes","13-15years","white","no","18","2","1","75","south"
"0","yes","no","yes","16years","white","no","21","0","2","69","south"
"40","yes","no","yes","13-15years","white","no","29","0","1","50","south"
"38","no","yes","no","12years","white","no","14","0","0","13","south"
"40","no","no","yes","12years","white","no","42","0","0","22.9","south"
"0","yes","no","yes","12years","white","no","32","0","0","67","south"
"42","no","yes","yes","13-15years","white","no","15","2","0","38.742","south"
"40","yes","no","yes","12years","white","no","10","2","0","22.25","south"
"20","yes","no","yes",">16years","white","no","13","1","1","40","south"
"40","no","yes","yes",">16years","black","no","29","0","1","26","south"
"0","yes","no","yes","12years","white","no","36","0","0","55","south"
"6","no","no","no","9-11years","white","no","27.5","0","0","40","south"
"0","no","no","no","<9years","white","no","40","0","0","0","south"
"50","no","yes","yes","16years","white","no","34","0","0","33.5","south"
"40","no","yes","yes","16years","white","no","22","0","1","23.77","south"
"40","no","yes","yes",">16years","white","no","10","1","0","25.816","south"
"40","no","yes","no","12years","white","no","15","1","0","8.8","south"
"36","no","yes","no","13-15years","black","no","16","0","1","53","south"
"40","no","yes","no","12years","white","no","16","0","0","6","south"
"45","no","no","no","12years","white","no","19","0","1","32","south"
"22","no","no","no","9-11years","white","no","24.5","0","2","33","south"
"0","no","no","yes","13-15years","white","no","29","0","1","27","south"
"40","no","yes","yes","13-15years","white","no","22","0","0","35","south"
"0","no","yes","no",">16years","white","no","39","0","0","18","south"
"40","yes","yes","yes","9-11years","black","no","40.5","0","0","12","south"
"32","yes","yes","yes","13-15years","black","no","16","0","1","19.368","south"
"0","yes","no","yes","<9years","white","no","48","0","0","2.08","south"
"0","no","no","yes","13-15years","white","no","17","1","2","22","south"
"0","yes","no","yes","16years","white","no","40","0","0","0","south"
"52","no","yes","no","16years","white","no","27","0","0","50","south"
"0","yes","no","yes","13-15years","white","no","26","0","0","0","south"
"40","no","yes","yes","13-15years","white","no","28","0","0","25","south"
"45","no","yes","no","13-15years","white","no","19","0","3","36","south"
"25","no","no","no","13-15years","white","no","23","0","2","18.8","south"
"40","yes","yes","yes","13-15years","black","no","12","1","0","22.818","south"
"55","no","yes","yes","12years","black","no","23","0","1","37","south"
"40","no","yes","no","16years","white","no","32","0","0","3.2","south"
"0","no","no","no","12years","black","no","30","0","1","17.36","south"
"40","no","yes","yes","12years","black","no","38","0","0","11","south"
"0","no","yes","no","12years","white","no","46","0","0","0","south"
"20","no","yes","yes","16years","white","no","23","1","1","38","south"
"30","yes","no","yes","13-15years","white","no","27","0","0","47","south"
"45","yes","no","yes","13-15years","white","no","22","0","1","34","south"
"40","yes","no","yes","12years","white","no","29","0","0","31","south"
"40","yes","no","yes","12years","black","no","13","0","2","26","south"
"40","no","no","no","13-15years","white","no","36","0","0","25","south"
"34","no","yes","no","12years","white","no","47","0","0","0","south"
"0","yes","no","yes","16years","white","no","42","0","0","0","south"
"44","no","no","no","13-15years","white","no","43","0","0","10","south"
"40","no","yes","yes","13-15years","white","no","13","0","1","16.12","south"
"40","yes","yes","yes","12years","white","no","16","1","1","33","south"
"40","no","yes","yes","16years","white","no","23","0","1","38","south"
"30","yes","no","yes","9-11years","white","no","2.5","0","0","21.337","south"
"40","no","yes","no","12years","white","no","22","0","2","31.518","south"
"40","no","yes","no","12years","white","no","33","0","0","0","south"
"0","yes","no","yes","13-15years","white","no","8","0","2","25","south"
"40","yes","no","yes","16years","white","yes","6","0","0","26","south"
"40","no","yes","no","16years","white","no","19","0","0","29.5","south"
"0","yes","no","yes","13-15years","white","no","3","2","0","25","south"
"40","no","yes","no","9-11years","white","no","13.5","0","1","8","south"
"37","no","no","no","12years","white","no","19","0","1","50","south"
"0","yes","no","yes","12years","white","no","41","0","0","54","south"
"40","no","no","no","12years","white","no","24","0","0","26.5","south"
"40","no","no","no","9-11years","white","no","17.5","0","2","12","south"
"40","no","no","no","12years","white","no","16","0","1","25","south"
"0","yes","no","yes","12years","white","no","31","0","0","42","south"
"16","yes","no","yes","12years","black","no","18","0","3","36","south"
"0","yes","no","yes","12years","white","no","3","1","0","21","south"
"50","no","yes","yes","13-15years","white","no","6","1","2","18","south"
"40","no","yes","no","16years","white","no","22","0","2","35","south"
"0","no","no","no","12years","white","no","28","0","1","0","south"
"45","yes","yes","yes","13-15years","white","no","9","0","1","19.18","south"
"44","no","yes","no",">16years","white","no","32","0","0","83","south"
"40","no","yes","no",">16years","white","no","10","0","2","8","south"
"0","no","no","no","13-15years","white","no","45","0","0","0","south"
"40","yes","no","yes","16years","white","no","5","0","0","36.5","south"
"32","no","no","no","12years","white","no","32","0","0","0","south"
"0","no","no","no","13-15years","white","no","14","0","3","47","south"
"0","yes","no","yes","13-15years","white","no","14","0","2","48","south"
"45","yes","no","yes",">16years","white","no","26","0","1","60","south"
"43","yes","no","yes","13-15years","white","no","11","1","1","25","south"
"40","no","yes","no","12years","white","no","25","0","1","0","south"
"0","yes","no","yes","12years","black","no","24","0","0","41.96","south"
"40","no","yes","yes","12years","black","no","23","0","1","34","south"
"8","yes","no","yes","9-11years","black","no","39.5","0","0","57","south"
"40","yes","no","yes","12years","white","no","15","1","2","32","south"
"35","yes","no","yes","12years","white","no","27","0","1","40","south"
"40","no","yes","no","12years","white","no","13","1","1","25.5","south"
"40","no","no","no","13-15years","white","no","8","1","0","29.475","south"
"0","yes","no","yes","12years","white","no","5","1","1","11.457","south"
"0","yes","no","yes","12years","white","no","28","0","0","16.922","south"
"45","yes","yes","yes","13-15years","white","no","15","0","2","39.633","south"
"20","no","no","no","13-15years","white","no","26","0","1","0","south"
"0","yes","no","yes","12years","white","no","27","0","5","40","south"
"0","no","no","no","<9years","white","no","8","3","0","12.8","south"
"40","no","yes","yes","12years","white","no","15","1","0","15","south"
"40","no","no","no","13-15years","other","no","18","0","1","35","south"
"30","no","no","no","13-15years","white","yes","6","2","2","22","south"
"40","no","no","no","12years","white","no","21","0","1","12.82","south"
"40","yes","no","yes","13-15years","black","no","27","0","0","41","south"
"30","no","no","no","12years","black","no","33","0","0","15","south"
